pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
n,bridge.n.3,bridge.n.9,bridge.n.3,bridge.n.9,09932435-n,02337071-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.3,bridge.n.2,bridge.n.3,bridge.n.2,09932435-n,02337589-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.4,bridge.n.5,bridge.n.4,bridge.n.5,04339350-n,00313329-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,any of various card games based on whist for four players,any of various card games based on whist for four players,1.0
n,bridge.n.4,bridge.n.6,bridge.n.4,bridge.n.6,04339350-n,02337484-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a wooden support that holds the strings up,wooden piece that holds string up,1.0
n,bridge.n.4,bridge.n.7,bridge.n.4,bridge.n.7,04339350-n,02337359-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,1.0
n,bridge.n.4,bridge.n.8,bridge.n.4,bridge.n.8,04339350-n,02337233-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
n,bridge.n.4,bridge.n.9,bridge.n.4,bridge.n.9,04339350-n,02337071-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.4,bridge.n.2,bridge.n.4,bridge.n.2,04339350-n,02337589-n,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.5,bridge.n.6,bridge.n.5,bridge.n.6,00313329-n,02337484-n,any of various card games based on whist for four players,any of various card games based on whist for four players,a wooden support that holds the strings up,wooden piece that holds string up,1.0
n,bridge.n.5,bridge.n.7,bridge.n.5,bridge.n.7,00313329-n,02337359-n,any of various card games based on whist for four players,any of various card games based on whist for four players,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,1.0
n,bridge.n.5,bridge.n.8,bridge.n.5,bridge.n.8,00313329-n,02337233-n,any of various card games based on whist for four players,any of various card games based on whist for four players,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
n,bridge.n.5,bridge.n.9,bridge.n.5,bridge.n.9,00313329-n,02337071-n,any of various card games based on whist for four players,any of various card games based on whist for four players,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.5,bridge.n.2,bridge.n.5,bridge.n.2,00313329-n,02337589-n,any of various card games based on whist for four players,any of various card games based on whist for four players,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.6,bridge.n.7,bridge.n.6,bridge.n.7,02337484-n,02337359-n,a wooden support that holds the strings up,wooden piece that holds string up,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,1.0
n,bridge.n.6,bridge.n.8,bridge.n.6,bridge.n.8,02337484-n,02337233-n,a wooden support that holds the strings up,wooden piece that holds string up,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
n,bridge.n.6,bridge.n.9,bridge.n.6,bridge.n.9,02337484-n,02337071-n,a wooden support that holds the strings up,wooden piece that holds string up,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.6,bridge.n.2,bridge.n.6,bridge.n.2,02337484-n,02337589-n,a wooden support that holds the strings up,wooden piece that holds string up,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.7,bridge.n.8,bridge.n.7,bridge.n.8,02337359-n,02337233-n,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
n,bridge.n.7,bridge.n.9,bridge.n.7,bridge.n.9,02337359-n,02337071-n,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.7,bridge.n.2,bridge.n.7,bridge.n.2,02337359-n,02337589-n,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.8,bridge.n.9,bridge.n.8,bridge.n.9,02337233-n,02337071-n,the link between two lenses; rests on nose,the link between two lenses; rests on nose,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.8,bridge.n.2,bridge.n.8,bridge.n.2,02337233-n,02337589-n,the link between two lenses; rests on nose,the link between two lenses; rests on nose,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.9,bridge.n.2,bridge.n.9,bridge.n.2,02337071-n,02337589-n,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
v,blame.v.2,blame.v.1,blame.v.2,blame.v.1,00571252-v,00571108-v,harass with constant criticism,harass with constant criticism,put or pin the blame on,put or pin the blame on,1.0
v,blame.v.2,blame.v.3,blame.v.2,blame.v.3,00571252-v,00493456-v,harass with constant criticism,harass with constant criticism,attribute responsibility to,attribute responsibility to,1.0
v,blame.v.1,blame.v.3,blame.v.1,blame.v.3,00571108-v,00493456-v,put or pin the blame on,put or pin the blame on,attribute responsibility to,attribute responsibility to,1.0
v,attach.v.4,attach.v.5,,impound.v.1,00571108-v,01554470-v,create social or emotional ties,put or pin the blame on,"take temporary possession of as a security, by legal authority",take by legal authority,1.0
v,attach.v.4,attach.v.1,,attach.v.1,00571108-v,00885494-v,create social or emotional ties,put or pin the blame on,cause to be attached,cause to be attached,1.0
v,attach.v.4,attach.v.2,,attach.v.2,00571108-v,00881541-v,create social or emotional ties,put or pin the blame on,be attached; be in contact with,be attached; be in contact with,1.0
v,attach.v.4,attach.v.3,,attach.v.3,00571108-v,00881672-v,create social or emotional ties,put or pin the blame on,become attached,become attached,1.0
v,attach.v.5,attach.v.1,impound.v.1,attach.v.1,01554470-v,00885494-v,"take temporary possession of as a security, by legal authority",take by legal authority,cause to be attached,cause to be attached,1.0
v,attach.v.5,attach.v.2,impound.v.1,attach.v.2,01554470-v,00881541-v,"take temporary possession of as a security, by legal authority",take by legal authority,be attached; be in contact with,be attached; be in contact with,1.0
v,attach.v.5,attach.v.3,impound.v.1,attach.v.3,01554470-v,00881672-v,"take temporary possession of as a security, by legal authority",take by legal authority,become attached,become attached,1.0
v,attach.v.1,attach.v.2,attach.v.1,attach.v.2,00885494-v,00881541-v,cause to be attached,cause to be attached,be attached; be in contact with,be attached; be in contact with,1.0
v,attach.v.1,attach.v.3,attach.v.1,attach.v.3,00885494-v,00881672-v,cause to be attached,cause to be attached,become attached,become attached,1.0
v,attach.v.2,attach.v.3,attach.v.2,attach.v.3,00881541-v,00881672-v,be attached; be in contact with,be attached; be in contact with,become attached,become attached,1.0
n,pick.n.2,pick.n.9,picking.n.2,choice.n.2,09908965-n,00104850-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,the act of choosing or selecting,the act of choosing or selecting,1.0
n,pick.n.2,pick.n.4,picking.n.2,woof.n.1,09908965-n,03628801-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,the yarn woven across the warp yarn in weaving,the thread woven across the warp yarn in weaving,1.0
n,pick.n.2,pick.n.5,picking.n.2,pick.n.5,09908965-n,03116958-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,1.0
n,pick.n.2,pick.n.6,picking.n.2,pick.n.6,09908965-n,03116782-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,1.0
n,pick.n.2,pick.n.7,picking.n.2,pick.n.7,09908965-n,03116564-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,1.0
n,pick.n.2,pick.n.8,picking.n.2,pick.n.8,09908965-n,00368227-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,1.0
n,pick.n.2,pick.n.1,picking.n.2,choice.n.1,09908965-n,04462889-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,the person or thing chosen or selected,the person or thing chosen or selected,1.0
n,pick.n.2,pick.n.3,picking.n.2,cream.n.1,09908965-n,06205749-n,the quantity of a crop that is harvested,the quantity of a crop that is harvested,the best people or things in a group,the best people or things in a group,1.0
n,pick.n.9,pick.n.4,choice.n.2,woof.n.1,00104850-n,03628801-n,the act of choosing or selecting,the act of choosing or selecting,the yarn woven across the warp yarn in weaving,the thread woven across the warp yarn in weaving,1.0
n,pick.n.9,pick.n.5,choice.n.2,pick.n.5,00104850-n,03116958-n,the act of choosing or selecting,the act of choosing or selecting,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,1.0
n,pick.n.9,pick.n.6,choice.n.2,pick.n.6,00104850-n,03116782-n,the act of choosing or selecting,the act of choosing or selecting,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,1.0
