pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,bridge.n.3,bridge.n.9,bridge.n.3,bridge.n.9,something resembling a bridge in form or function,something resembling a bridge in form or function:,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.9.txt,0.5591931967338596
n,bridge.n.3,bridge.n.2,bridge.n.3,bridge.n.2,something resembling a bridge in form or function,something resembling a bridge in form or function:,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.2.txt,0.5821963829386565
n,bridge.n.4,bridge.n.5,bridge.n.4,bridge.n.5,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,any of various card games based on whist for four players,any of various card games based on whist for four players,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.5.txt,0.9513491607057183
n,bridge.n.4,bridge.n.6,bridge.n.4,bridge.n.6,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a wooden support that holds the strings up,wooden piece that holds string up,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.6.txt,0.9682561664362306
n,bridge.n.4,bridge.n.7,bridge.n.4,bridge.n.7,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.7.txt,0.8841778395087411
n,bridge.n.4,bridge.n.8,bridge.n.4,bridge.n.8,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.8.txt,0.7932214267398494
n,bridge.n.4,bridge.n.9,bridge.n.4,bridge.n.9,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.9.txt,0.9100100560535165
n,bridge.n.4,bridge.n.2,bridge.n.4,bridge.n.2,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.4.txt,tf_idfBNC_filt.bridge.n.2.txt,0.9141653565206911
n,bridge.n.5,bridge.n.6,bridge.n.5,bridge.n.6,any of various card games based on whist for four players,any of various card games based on whist for four players,a wooden support that holds the strings up,wooden piece that holds string up,tf_idfBNC_filt.bridge.n.5.txt,tf_idfBNC_filt.bridge.n.6.txt,0.9597214249609053
n,bridge.n.5,bridge.n.7,bridge.n.5,bridge.n.7,any of various card games based on whist for four players,any of various card games based on whist for four players,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,tf_idfBNC_filt.bridge.n.5.txt,tf_idfBNC_filt.bridge.n.7.txt,0.9481736810433177
n,bridge.n.5,bridge.n.8,bridge.n.5,bridge.n.8,any of various card games based on whist for four players,any of various card games based on whist for four players,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.5.txt,tf_idfBNC_filt.bridge.n.8.txt,0.6580889231856158
n,bridge.n.5,bridge.n.9,bridge.n.5,bridge.n.9,any of various card games based on whist for four players,any of various card games based on whist for four players,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.5.txt,tf_idfBNC_filt.bridge.n.9.txt,0.9182883097089671
n,bridge.n.5,bridge.n.2,bridge.n.5,bridge.n.2,any of various card games based on whist for four players,any of various card games based on whist for four players,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.5.txt,tf_idfBNC_filt.bridge.n.2.txt,0.8870538499957031
n,bridge.n.6,bridge.n.7,bridge.n.6,bridge.n.7,a wooden support that holds the strings up,wooden piece that holds string up,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,tf_idfBNC_filt.bridge.n.6.txt,tf_idfBNC_filt.bridge.n.7.txt,0.8592853273198817
n,bridge.n.6,bridge.n.8,bridge.n.6,bridge.n.8,a wooden support that holds the strings up,wooden piece that holds string up,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.6.txt,tf_idfBNC_filt.bridge.n.8.txt,0.7914223201684235
n,bridge.n.6,bridge.n.9,bridge.n.6,bridge.n.9,a wooden support that holds the strings up,wooden piece that holds string up,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.6.txt,tf_idfBNC_filt.bridge.n.9.txt,0.8371972169369988
n,bridge.n.6,bridge.n.2,bridge.n.6,bridge.n.2,a wooden support that holds the strings up,wooden piece that holds string up,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.6.txt,tf_idfBNC_filt.bridge.n.2.txt,0.8168205362144483
n,bridge.n.7,bridge.n.8,bridge.n.7,bridge.n.8,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.7.txt,tf_idfBNC_filt.bridge.n.8.txt,0.5391346839173128
n,bridge.n.7,bridge.n.9,bridge.n.7,bridge.n.9,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.7.txt,tf_idfBNC_filt.bridge.n.9.txt,0.8898314698628402
n,bridge.n.7,bridge.n.2,bridge.n.7,bridge.n.2,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.7.txt,tf_idfBNC_filt.bridge.n.2.txt,0.8771194738994728
n,bridge.n.8,bridge.n.9,bridge.n.8,bridge.n.9,the link between two lenses; rests on nose,the link between two lenses; rests on nose,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.8.txt,tf_idfBNC_filt.bridge.n.9.txt,0.5660636590693668
n,bridge.n.8,bridge.n.2,bridge.n.8,bridge.n.2,the link between two lenses; rests on nose,the link between two lenses; rests on nose,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.8.txt,tf_idfBNC_filt.bridge.n.2.txt,0.5902353506544702
n,bridge.n.9,bridge.n.2,bridge.n.9,bridge.n.2,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.9.txt,tf_idfBNC_filt.bridge.n.2.txt,0.9898085797499623
n,pick.n.9,pick.n.5,choice.n.2,pick.n.5,the act of choosing or selecting,the act of choosing or selecting,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.pick.n.5.txt,0.9267922460080599
n,pick.n.9,pick.n.6,choice.n.2,pick.n.6,the act of choosing or selecting,the act of choosing or selecting,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.pick.n.6.txt,0.9649621550390464
n,pick.n.9,pick.n.7,choice.n.2,pick.n.7,the act of choosing or selecting,the act of choosing or selecting,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.pick.n.7.txt,0.9798110213316236
n,pick.n.9,pick.n.8,choice.n.2,pick.n.8,the act of choosing or selecting,the act of choosing or selecting,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.pick.n.8.txt,0.7949128027718507
n,pick.n.9,pick.n.1,choice.n.2,choice.n.1,the act of choosing or selecting,the act of choosing or selecting,the person or thing chosen or selected,the person or thing chosen or selected,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.choice.n.1.txt,0.8092093806014338
n,pick.n.9,pick.n.3,choice.n.2,cream.n.1,the act of choosing or selecting,the act of choosing or selecting,the best people or things in a group,the best people or things in a group,tf_idfBNC_filt.choice.n.2.txt,tf_idfBNC_filt.cream.n.1.txt,0.7972125386488371
n,pick.n.5,pick.n.6,pick.n.5,pick.n.6,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,tf_idfBNC_filt.pick.n.5.txt,tf_idfBNC_filt.pick.n.6.txt,0.9644926070192916
n,pick.n.5,pick.n.7,pick.n.5,pick.n.7,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,tf_idfBNC_filt.pick.n.5.txt,tf_idfBNC_filt.pick.n.7.txt,0.8965519440341585
n,pick.n.5,pick.n.8,pick.n.5,pick.n.8,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,tf_idfBNC_filt.pick.n.5.txt,tf_idfBNC_filt.pick.n.8.txt,0.8628060949961648
n,pick.n.5,pick.n.1,pick.n.5,choice.n.1,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,the person or thing chosen or selected,the person or thing chosen or selected,tf_idfBNC_filt.pick.n.5.txt,tf_idfBNC_filt.choice.n.1.txt,0.778437526854273
n,pick.n.5,pick.n.3,pick.n.5,cream.n.1,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,the best people or things in a group,the best people or things in a group,tf_idfBNC_filt.pick.n.5.txt,tf_idfBNC_filt.cream.n.1.txt,0.8305090844361029
n,pick.n.6,pick.n.7,pick.n.6,pick.n.7,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,tf_idfBNC_filt.pick.n.6.txt,tf_idfBNC_filt.pick.n.7.txt,0.9535032635874189
n,pick.n.6,pick.n.8,pick.n.6,pick.n.8,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,tf_idfBNC_filt.pick.n.6.txt,tf_idfBNC_filt.pick.n.8.txt,0.753594150643253
n,pick.n.6,pick.n.1,pick.n.6,choice.n.1,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,the person or thing chosen or selected,the person or thing chosen or selected,tf_idfBNC_filt.pick.n.6.txt,tf_idfBNC_filt.choice.n.1.txt,0.710714088133113
