Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
s,natural%5:00:00:normal:01,natural.s.04,natural.s.09,natural%5:00:00:intelligent:00,natural#s#04,natural#s#09,01653485-s,01386356-s,,functioning or occurring in a normal way; lacking abnormalities or deficiencies,,being talented through inherited qualities,not-merged,natural#s#04-natural#s#09
s,natural%5:00:00:normal:01,natural.s.04,natural.s.07,natural%5:00:00:unprocessed:00,natural#s#04,natural#s#07,01653485-s,02022630-s,,functioning or occurring in a normal way; lacking abnormalities or deficiencies,,(used especially of commodities) being unprocessed or manufactured using only simple or minimal processes,merged,natural#s#04-natural#s#07
s,natural%5:00:00:intelligent:00,natural.s.09,natural.s.07,natural%5:00:00:unprocessed:00,natural#s#09,natural#s#07,01386356-s,02022630-s,,being talented through inherited qualities,,(used especially of commodities) being unprocessed or manufactured using only simple or minimal processes,not-merged,natural#s#09-natural#s#07
v,keep_up%2:33:00::,keep_up.v.01,keep_up.v.04,keep_up%2:30:00::,keep_up#v#01,keep_up#v#04,01103120-v,00116498-v,,maintain a required pace or level,,keep informed,merged,keep_up#v#01-keep_up#v#04
n,day%1:28:00::,day.n.01,day.n.02,day%1:28:03::,day#n#01,day#n#02,14956162-n,14924376-n,,time for Earth to make a complete rotation on its axis,,some point or period in time,not-merged,day#n#01-day#n#02
n,day%1:28:00::,day.n.01,day.n.06,day%1:28:05::,day#n#01,day#n#06,14956162-n,15049944-n,,time for Earth to make a complete rotation on its axis,,an era of existence or influence,not-merged,day#n#01-day#n#06
n,day%1:28:00::,day.n.01,day.n.05,day%1:28:04::,day#n#01,day#n#05,14956162-n,14937564-n,,time for Earth to make a complete rotation on its axis,,the recurring hours when you are not sleeping (especially those when you are working),merged,day#n#01-day#n#05
n,day%1:28:00::,day.n.01,day.n.04,day%1:28:01::,day#n#01,day#n#04,14956162-n,14958185-n,,time for Earth to make a complete rotation on its axis,,a day assigned to a particular purpose or observance,not-merged,day#n#01-day#n#04
n,day%1:28:00::,day.n.01,day.n.03,day%1:28:02::,day#n#01,day#n#03,14956162-n,14965916-n,,time for Earth to make a complete rotation on its axis,,the time after sunrise and before sunset while it is light outside,merged,day#n#01-day#n#03
n,day%1:28:03::,day.n.02,day.n.06,day%1:28:05::,day#n#02,day#n#06,14924376-n,15049944-n,,some point or period in time,,an era of existence or influence,merged,day#n#02-day#n#06
n,day%1:28:03::,day.n.02,day.n.05,day%1:28:04::,day#n#02,day#n#05,14924376-n,14937564-n,,some point or period in time,,the recurring hours when you are not sleeping (especially those when you are working),not-merged,day#n#02-day#n#05
n,day%1:28:03::,day.n.02,day.n.04,day%1:28:01::,day#n#02,day#n#04,14924376-n,14958185-n,,some point or period in time,,a day assigned to a particular purpose or observance,not-merged,day#n#02-day#n#04
n,day%1:28:03::,day.n.02,day.n.03,day%1:28:02::,day#n#02,day#n#03,14924376-n,14965916-n,,some point or period in time,,the time after sunrise and before sunset while it is light outside,not-merged,day#n#02-day#n#03
n,day%1:28:05::,day.n.06,day.n.05,day%1:28:04::,day#n#06,day#n#05,15049944-n,14937564-n,,an era of existence or influence,,the recurring hours when you are not sleeping (especially those when you are working),not-merged,day#n#06-day#n#05
n,day%1:28:05::,day.n.06,day.n.04,day%1:28:01::,day#n#06,day#n#04,15049944-n,14958185-n,,an era of existence or influence,,a day assigned to a particular purpose or observance,not-merged,day#n#06-day#n#04
n,day%1:28:05::,day.n.06,day.n.03,day%1:28:02::,day#n#06,day#n#03,15049944-n,14965916-n,,an era of existence or influence,,the time after sunrise and before sunset while it is light outside,not-merged,day#n#06-day#n#03
n,day%1:28:04::,day.n.05,day.n.04,day%1:28:01::,day#n#05,day#n#04,14937564-n,14958185-n,,the recurring hours when you are not sleeping (especially those when you are working),,a day assigned to a particular purpose or observance,not-merged,day#n#05-day#n#04
n,day%1:28:04::,day.n.05,day.n.03,day%1:28:02::,day#n#05,day#n#03,14937564-n,14965916-n,,the recurring hours when you are not sleeping (especially those when you are working),,the time after sunrise and before sunset while it is light outside,merged,day#n#05-day#n#03
n,day%1:28:01::,day.n.04,day.n.03,day%1:28:02::,day#n#04,day#n#03,14958185-n,14965916-n,,a day assigned to a particular purpose or observance,,the time after sunrise and before sunset while it is light outside,not-merged,day#n#04-day#n#03
n,fatigue%1:26:00::,fatigue.n.01,fatigue.n.03,fatigue%1:12:00::,fatigue#n#01,fatigue#n#03,13830227-n,07437619-n,,temporary loss of strength and energy resulting from hard physical or mental work,,(always used with a modifier) boredom resulting from overexposure to something,merged,fatigue#n#01-fatigue#n#03
n,fatigue%1:26:00::,fatigue.n.01,fatigue.n.02,fatigue%1:26:02::,fatigue#n#01,fatigue#n#02,13830227-n,14271719-n,,temporary loss of strength and energy resulting from hard physical or mental work,,used of materials (especially metals) in a weakened state caused by long stress,not-merged,fatigue#n#01-fatigue#n#02
n,fatigue%1:12:00::,fatigue.n.03,fatigue.n.02,fatigue%1:26:02::,fatigue#n#03,fatigue#n#02,07437619-n,14271719-n,,(always used with a modifier) boredom resulting from overexposure to something,,used of materials (especially metals) in a weakened state caused by long stress,not-merged,fatigue#n#03-fatigue#n#02
a,fit%3:00:01::,fit.a.03,fit.a.01,fit%3:00:02::,fit#a#03,fit#a#01,01057629-a,01060892-a,,physically and mentally sound or healthy,,meeting adequate standards for a purpose,merged,fit#a#03-fit#a#01
v,find%2:38:10::,find.v.15,find.v.10,find%2:40:03::,find#v#15,find#v#10,02003410-v,02191700-v,,succeed in reaching; arrive at,,obtain through effort or management,not-merged,find#v#15-find#v#10
v,find%2:38:10::,find.v.15,find.v.13,find%2:39:05::,find#v#15,find#v#13,02003410-v,02177838-v,,succeed in reaching; arrive at,,perceive oneself to be in a certain condition or place,not-merged,find#v#15-find#v#13
v,find%2:38:10::,find.v.15,find.v.05,find%2:31:10::,find#v#15,find#v#05,02003410-v,00707141-v,,succeed in reaching; arrive at,,"come to believe on the basis of emotion, intuitions, or indefinite grounds",not-merged,find#v#15-find#v#05
v,find%2:38:10::,find.v.15,find.v.01,find%2:40:02::,find#v#15,find#v#01,02003410-v,02227391-v,,succeed in reaching; arrive at,,"come upon, as if by accident; meet with",not-merged,find#v#15-find#v#01
v,find%2:38:10::,find.v.15,find.v.03,find%2:40:00::,find#v#15,find#v#03,02003410-v,02264084-v,,succeed in reaching; arrive at,,come upon after searching; find the location of something that was missed or lost,not-merged,find#v#15-find#v#03
v,find%2:40:03::,find.v.10,find.v.05,find%2:31:10::,find#v#10,find#v#05,02191700-v,00707141-v,,obtain through effort or management,,"come to believe on the basis of emotion, intuitions, or indefinite grounds",not-merged,find#v#10-find#v#05
v,find%2:40:03::,find.v.10,find.v.01,find%2:40:02::,find#v#10,find#v#01,02191700-v,02227391-v,,obtain through effort or management,,"come upon, as if by accident; meet with",not-merged,find#v#10-find#v#01
v,find%2:40:03::,find.v.10,find.v.03,find%2:40:00::,find#v#10,find#v#03,02191700-v,02264084-v,,obtain through effort or management,,come upon after searching; find the location of something that was missed or lost,not-merged,find#v#10-find#v#03
v,find%2:39:05::,find.v.13,find.v.05,find%2:31:10::,find#v#13,find#v#05,02177838-v,00707141-v,,perceive oneself to be in a certain condition or place,,"come to believe on the basis of emotion, intuitions, or indefinite grounds",not-merged,find#v#13-find#v#05
v,find%2:39:05::,find.v.13,find.v.01,find%2:40:02::,find#v#13,find#v#01,02177838-v,02227391-v,,perceive oneself to be in a certain condition or place,,"come upon, as if by accident; meet with",not-merged,find#v#13-find#v#01
v,find%2:39:05::,find.v.13,find.v.03,find%2:40:00::,find#v#13,find#v#03,02177838-v,02264084-v,,perceive oneself to be in a certain condition or place,,come upon after searching; find the location of something that was missed or lost,not-merged,find#v#13-find#v#03
v,find%2:31:10::,find.v.05,find.v.01,find%2:40:02::,find#v#05,find#v#01,00707141-v,02227391-v,,"come to believe on the basis of emotion, intuitions, or indefinite grounds",,"come upon, as if by accident; meet with",not-merged,find#v#05-find#v#01
v,find%2:31:10::,find.v.05,find.v.03,find%2:40:00::,find#v#05,find#v#03,00707141-v,02264084-v,,"come to believe on the basis of emotion, intuitions, or indefinite grounds",,come upon after searching; find the location of something that was missed or lost,not-merged,find#v#05-find#v#03
v,find%2:40:02::,find.v.01,find.v.03,find%2:40:00::,find#v#01,find#v#03,02227391-v,02264084-v,,"come upon, as if by accident; meet with",,come upon after searching; find the location of something that was missed or lost,not-merged,find#v#01-find#v#03
v,begin%2:30:01::,begin.v.03,begin.v.06,begin%2:42:04::,begin#v#03,begin#v#06,00344775-v,02584097-v,,"set in motion, cause to start",,"have a beginning, of a temporal event",not-merged,begin#v#03-begin#v#06
v,begin%2:30:01::,begin.v.03,begin.v.09,begin%2:41:00::,begin#v#03,begin#v#09,00344775-v,02502326-v,,"set in motion, cause to start",,"achieve or accomplish in the least degree, usually used in the negative",not-merged,begin#v#03-begin#v#09
v,begin%2:30:01::,begin.v.03,begin.v.05,begin%2:42:02::,begin#v#03,begin#v#05,00344775-v,02653426-v,,"set in motion, cause to start",,"be the first item or point, constitute the beginning or start, come first in a series",not-merged,begin#v#03-begin#v#05
v,begin%2:30:01::,begin.v.03,begin.v.02,begin%2:42:00::,begin#v#03,begin#v#02,00344775-v,02583241-v,,"set in motion, cause to start",,"have a beginning, in a temporal, spatial, or evaluative sense",not-merged,begin#v#03-begin#v#02
v,begin%2:30:01::,begin.v.03,begin.v.04,begin%2:32:03::,begin#v#03,begin#v#04,00344775-v,00739175-v,,"set in motion, cause to start",,begin to speak or say;  he began,not-merged,begin#v#03-begin#v#04
v,begin%2:30:01::,begin.v.03,begin.v.01,begin%2:30:00::,begin#v#03,get_down#v#07,00344775-v,00341793-v,,"set in motion, cause to start",,take the first step or steps in carrying out an action,not-merged,begin#v#03-get_down#v#07
v,begin%2:30:01::,begin.v.03,begin.v.07,begin%2:42:03::,begin#v#03,begin#v#07,00344775-v,02583717-v,,"set in motion, cause to start",,have a beginning characterized in some specified way,not-merged,begin#v#03-begin#v#07
v,begin%2:42:04::,begin.v.06,begin.v.09,begin%2:41:00::,begin#v#06,begin#v#09,02584097-v,02502326-v,,"have a beginning, of a temporal event",,"achieve or accomplish in the least degree, usually used in the negative",not-merged,begin#v#06-begin#v#09
v,begin%2:42:04::,begin.v.06,begin.v.05,begin%2:42:02::,begin#v#06,begin#v#05,02584097-v,02653426-v,,"have a beginning, of a temporal event",,"be the first item or point, constitute the beginning or start, come first in a series",merged,begin#v#06-begin#v#05
v,begin%2:42:04::,begin.v.06,begin.v.02,begin%2:42:00::,begin#v#06,begin#v#02,02584097-v,02583241-v,,"have a beginning, of a temporal event",,"have a beginning, in a temporal, spatial, or evaluative sense",merged,begin#v#06-begin#v#02
v,begin%2:42:04::,begin.v.06,begin.v.04,begin%2:32:03::,begin#v#06,begin#v#04,02584097-v,00739175-v,,"have a beginning, of a temporal event",,begin to speak or say;  he began,not-merged,begin#v#06-begin#v#04
v,begin%2:42:04::,begin.v.06,begin.v.01,begin%2:30:00::,begin#v#06,get_down#v#07,02584097-v,00341793-v,,"have a beginning, of a temporal event",,take the first step or steps in carrying out an action,not-merged,begin#v#06-get_down#v#07
v,begin%2:42:04::,begin.v.06,begin.v.07,begin%2:42:03::,begin#v#06,begin#v#07,02584097-v,02583717-v,,"have a beginning, of a temporal event",,have a beginning characterized in some specified way,not-merged,begin#v#06-begin#v#07
v,begin%2:41:00::,begin.v.09,begin.v.05,begin%2:42:02::,begin#v#09,begin#v#05,02502326-v,02653426-v,,"achieve or accomplish in the least degree, usually used in the negative",,"be the first item or point, constitute the beginning or start, come first in a series",not-merged,begin#v#09-begin#v#05
v,begin%2:41:00::,begin.v.09,begin.v.02,begin%2:42:00::,begin#v#09,begin#v#02,02502326-v,02583241-v,,"achieve or accomplish in the least degree, usually used in the negative",,"have a beginning, in a temporal, spatial, or evaluative sense",not-merged,begin#v#09-begin#v#02
v,begin%2:41:00::,begin.v.09,begin.v.04,begin%2:32:03::,begin#v#09,begin#v#04,02502326-v,00739175-v,,"achieve or accomplish in the least degree, usually used in the negative",,begin to speak or say;  he began,not-merged,begin#v#09-begin#v#04
v,begin%2:41:00::,begin.v.09,begin.v.01,begin%2:30:00::,begin#v#09,get_down#v#07,02502326-v,00341793-v,,"achieve or accomplish in the least degree, usually used in the negative",,take the first step or steps in carrying out an action,not-merged,begin#v#09-get_down#v#07
v,begin%2:41:00::,begin.v.09,begin.v.07,begin%2:42:03::,begin#v#09,begin#v#07,02502326-v,02583717-v,,"achieve or accomplish in the least degree, usually used in the negative",,have a beginning characterized in some specified way,not-merged,begin#v#09-begin#v#07
v,begin%2:42:02::,begin.v.05,begin.v.02,begin%2:42:00::,begin#v#05,begin#v#02,02653426-v,02583241-v,,"be the first item or point, constitute the beginning or start, come first in a series",,"have a beginning, in a temporal, spatial, or evaluative sense",merged,begin#v#05-begin#v#02
v,begin%2:42:02::,begin.v.05,begin.v.04,begin%2:32:03::,begin#v#05,begin#v#04,02653426-v,00739175-v,,"be the first item or point, constitute the beginning or start, come first in a series",,begin to speak or say;  he began,not-merged,begin#v#05-begin#v#04
v,begin%2:42:02::,begin.v.05,begin.v.01,begin%2:30:00::,begin#v#05,get_down#v#07,02653426-v,00341793-v,,"be the first item or point, constitute the beginning or start, come first in a series",,take the first step or steps in carrying out an action,not-merged,begin#v#05-get_down#v#07
v,begin%2:42:02::,begin.v.05,begin.v.07,begin%2:42:03::,begin#v#05,begin#v#07,02653426-v,02583717-v,,"be the first item or point, constitute the beginning or start, come first in a series",,have a beginning characterized in some specified way,not-merged,begin#v#05-begin#v#07
v,begin%2:42:00::,begin.v.02,begin.v.04,begin%2:32:03::,begin#v#02,begin#v#04,02583241-v,00739175-v,,"have a beginning, in a temporal, spatial, or evaluative sense",,begin to speak or say;  he began,not-merged,begin#v#02-begin#v#04
v,begin%2:42:00::,begin.v.02,begin.v.01,begin%2:30:00::,begin#v#02,get_down#v#07,02583241-v,00341793-v,,"have a beginning, in a temporal, spatial, or evaluative sense",,take the first step or steps in carrying out an action,not-merged,begin#v#02-get_down#v#07
v,begin%2:42:00::,begin.v.02,begin.v.07,begin%2:42:03::,begin#v#02,begin#v#07,02583241-v,02583717-v,,"have a beginning, in a temporal, spatial, or evaluative sense",,have a beginning characterized in some specified way,not-merged,begin#v#02-begin#v#07
v,begin%2:32:03::,begin.v.04,begin.v.01,begin%2:30:00::,begin#v#04,get_down#v#07,00739175-v,00341793-v,,begin to speak or say;  he began,,take the first step or steps in carrying out an action,not-merged,begin#v#04-get_down#v#07
v,begin%2:32:03::,begin.v.04,begin.v.07,begin%2:42:03::,begin#v#04,begin#v#07,00739175-v,02583717-v,,begin to speak or say;  he began,,have a beginning characterized in some specified way,not-merged,begin#v#04-begin#v#07
v,begin%2:30:00::,begin.v.01,begin.v.07,begin%2:42:03::,get_down#v#07,begin#v#07,00341793-v,02583717-v,,take the first step or steps in carrying out an action,,have a beginning characterized in some specified way,not-merged,get_down#v#07-begin#v#07
v,leave%2:31:05::,leave.v.02,leave.v.04,leave%2:30:02::,leave#v#02,leave#v#04,00606030-v,00134595-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,leave unchanged or undisturbed or refrain from taking,not-merged,leave#v#02-leave#v#04
v,leave%2:31:05::,leave.v.02,leave.v.08,leave%2:41:00::,leave#v#02,leave#v#08,00606030-v,02360215-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,remove oneself from an association with or participation in,not-merged,leave#v#02-leave#v#08
v,leave%2:31:05::,leave.v.02,leave.v.06,leave%2:42:01::,leave#v#02,leave#v#06,00606030-v,02697111-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,make a possibility or provide opportunity for; permit to be attainable or cause to remain,not-merged,leave#v#02-leave#v#06
v,leave%2:31:05::,leave.v.02,leave.v.07,leave%2:42:00::,leave#v#02,leave#v#07,00606030-v,02610151-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,have as a result or residue,not-merged,leave#v#02-leave#v#07
v,leave%2:31:05::,leave.v.02,leave.v.11,leave%2:42:03::,leave#v#02,leave#v#11,00606030-v,02705809-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,have left or have as a remainder,not-merged,leave#v#02-leave#v#11
v,leave%2:31:05::,leave.v.02,leave.v.03,leave%2:42:02::,leave#v#02,leave#v#03,00606030-v,02705088-v,,"go and leave behind, either intentionally or by neglect or forgetfulness",,act or be so as to become in a specified state,not-merged,leave#v#02-leave#v#03
